SYMBOL	UCEC_CS	UCEC_OS	UCEC_TS	LUSC_CS	LUSC_OS	LUSC_TS	READ_CS	READ_OS	READ_TS	OV_CS	OV_OS	OV_TS	GBM_CS	GBM_OS	GBM_TS	BLCA_CS	BLCA_OS	BLCA_TS	HNSC_CS	HNSC_OS	HNSC_TS	LUAD_CS	LUAD_OS	LUAD_TS	COAD_CS	COAD_OS	COAD_TS	BRCA_CS	BRCA_OS	BRCA_TS	KIRC_CS	KIRC_OS	KIRC_TS	MAX_ONC	MAX_TSG	MAX_ONC_TSG
NR1D2	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	-1	1	2	-1	0	1	0	0	0	0	0	0	0	0	0	1	2	2
LOC100132287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1
ENSG00000232505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCAM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGFR	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1
LOC100130872-SPON2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORC3L	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	0	0	0	-1	1	2	1	1	0	0	1	1	0	1	1	1	2	2
LOC151121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM4DL	1	1	0	-1	0	1	0	0	0	0	0	0	-1	0	1	1	1	0	0	0	0	0	0	0	-1	0	1	0	1	1	0	1	1	1	1	1
RP11-165H20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCH2	0	0	0	-1	0	1	0	0	0	-1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	-1	0	1	-2	0	2	1	2	2
PTCH1	-1	0	1	0	1	1	0	0	0	-1	0	1	-1	0	1	0	1	1	-1	0	1	-1	1	2	0	0	0	0	1	1	1	2	1	2	2	2
TIMM44	1	1	0	0	0	0	0	0	0	-1	0	1	2	2	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	2	1	2
RAD9B	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1
RAD9A	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	1	1
ERGIC2	0	0	0	1	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	2
ERGIC3	0	0	0	1	1	0	1	1	0	1	1	0	2	2	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	2	0	2
ERGIC1	0	1	1	-1	0	1	0	0	0	-1	0	1	1	1	0	-2	0	2	-1	1	2	0	0	0	0	1	1	0	1	1	2	2	0	2	2	2
B3GAT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GAT2	-1	0	1	-1	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	-2	0	2	-2	0	2	1	2	2
B3GAT1	0	1	1	-1	0	1	0	0	0	0	0	0	-1	0	1	-1	0	1	0	1	1	0	1	1	0	0	0	-1	1	2	0	0	0	1	2	2
CALM2	0	0	0	0	1	1	0	0	0	0	1	1	-2	0	2	0	0	0	0	0	0	-1	0	1	0	1	1	1	1	0	1	1	0	1	2	2
TTC30A	-1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1
SPG21	1	1	0	-1	0	1	0	0	0	-1	1	2	0	1	1	-1	0	1	0	0	0	-1	0	1	-1	1	2	0	2	2	1	1	0	2	2	2
SPG20	-1	0	1	-1	0	1	-1	0	1	-1	0	1	-2	0	2	0	0	0	-2	0	2	-1	0	1	-2	0	2	-2	0	2	0	0	0	0	2	2
GSDMA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSDMB	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	2	2	0	0	0	0	1	1	0	-1	1	2	2	2	2
GSDMC	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	2	2	0	0	0	0	2	0	2
GSDMD	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0	0	0	0	1	2	1	0	1	1	2	1	2
UPK1A	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1
UPK1B	1	1	0	2	2	0	0	0	0	0	0	0	-1	0	1	1	1	0	1	2	1	1	1	0	0	0	0	0	1	1	-1	0	1	2	1	2
DLGAP2	-1	0	1	-1	0	1	0	0	0	0	0	0	-1	0	1	0	1	1	-1	1	2	-1	1	2	-1	0	1	-1	1	2	-1	1	2	1	2	2
DLGAP3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1
DLGAP1	1	1	0	-1	1	2	0	0	0	-1	0	1	-1	0	1	1	2	1	0	1	1	-1	1	2	-1	0	1	0	1	1	1	1	0	2	2	2
DLGAP4	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	1	2	1	0	1	1	2	2	0	1	2	1	-1	0	1	2	1	2
DLGAP5	-1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1
FBXL14	1	1	0	1	1	0	0	0	0	1	1	0	-1	0	1	0	0	0	1	2	1	0	0	0	-1	0	1	0	0	0	0	0	0	2	1	2
OIP5	-1	0	1	0	0	0	-1	0	1	-1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1
FBXL19	0	1	1	1	2	1	0	0	0	-1	0	1	0	1	1	-1	0	1	0	1	1	1	1	0	-1	0	1	1	2	1	1	2	1	2	1	2
SFRS12IP1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1
GSDM1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN18	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	1	0	1	1	-1	0	1	-1	1	2	-1	1	2	1	2	2
LRRFIP2	-1	0	1	-1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	-1	1	2	-1	0	1	-1	0	1	0	0	0	-1	1	2	1	2	2
PTPN13	-1	0	1	0	1	1	0	0	0	-1	0	1	0	1	1	-1	0	1	0	0	0	1	2	1	1	1	0	0	2	2	-1	0	1	2	2	2
PTPN12	-1	0	1	1	1	0	1	1	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	2	2	0	2	1	2
PTPN11	-1	0	1	1	2	1	0	0	0	0	1	1	-2	0	2	0	0	0	0	0	0	-1	0	1	0	1	1	1	2	1	2	3	1	3	2	3
FLJ20294	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	1	1
PTPN14	1	2	1	2	2	0	0	0	0	1	1	0	0	0	0	-1	0	1	-1	0	1	1	1	0	1	1	0	1	2	1	-1	0	1	2	1	2
LYAR	-1	0	1	-1	0	1	0	0	0	-1	0	1	0	1	1	1	1	0	-1	0	1	-1	0	1	1	2	1	1	1	0	1	1	0	2	1	2
LOC145694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf81	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1
C2orf80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	0	1	1
DMRTB1	-1	1	2	0	0	0	0	0	0	0	1	1	-1	0	1	-2	0	2	0	0	0	2	2	0	1	1	0	1	2	1	-2	0	2	2	2	2
C2orf82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1
C2orf85	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	-1	0	1	0	0	0	-1	0	1	-1	0	1	0	1	1
C2orf84	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	-1	0	1	0	0	0	-1	0	1	0	0	0	0	1	1
SNORA84	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	1	1	0	0	0	0	-1	0	1	-1	0	1	1	1	1
C2orf86	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
C2orf89	0	1	1	-1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1
C2orf88	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	1
MSMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	1
MZB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC6B	0	0	0	0	0	0	-1	0	1	0	0	0	-2	0	2	0	0	0	0	1	1	1	1	0	-1	0	1	0	0	0	-2	0	2	1	2	2
HLA-DQB1	0	0	0	-1	0	1	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	2	2	0	2	1	2
MSMB	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	-1	0	1	1	1	1
ENSG00000210191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DQB2	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1
ENSG00000260628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK7	-1	0	1	0	1	1	-1	0	1	0	1	1	-1	0	1	-1	1	2	-1	0	1	0	0	0	0	1	1	0	1	1	1	1	0	1	2	2
FOXS1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	-1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1
HAPLN4	-1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	1
LOC643733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCHR2	-1	0	1	0	0	0	0	0	0	0	0	0	-1	1	2	-2	0	2	-1	0	1	-3	0	3	0	0	0	0	2	2	0	1	1	2	3	3
CHST9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	1	0	0	0	-1	0	1	-1	0	1	0	0	0	1	1	1
FLJ36208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMKK2	0	0	0	1	1	0	0	0	0	-1	0	1	-2	0	2	0	0	0	0	0	0	0	0	0	-2	0	2	-2	0	2	0	0	0	1	2	2
CAMKK1	0	1	1	0	1	1	0	0	0	0	1	1	-1	0	1	-2	0	2	0	1	1	-1	0	1	0	1	1	-1	1	2	0	1	1	1	2	2
LOC84856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1
LOC441046	-1	0	1	0	0	0	0	0	0	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
HNT	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LOC100128640	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	1	0	0	0	1	1	0	0	0	0	1	1	1
RPL36AL	0	0	0	0	0	0	-1	0	1	0	0	0	-1	0	1	0	0	0	0	0	0	1	1	0	-1	0	1	0	0	0	-1	0	1	1	1	1
CHMP7	0	0	0	-1	0	1	-1	0	1	-1	0	1	0	0	0	-1	0	1	-1	0	1	-1	0	1	-1	0	1	-1	0	1	-1	0	1	0	1	1
CHMP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	1	1	1	0	-1	0	1	1	1	0	0	0	0	2	1	2
CHMP5	0	0	0	0	0	0	0	0	0	0	1	1	-2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	2
OR52N4	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1
OR52N5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	-1	0	1	0	0	0	-1	0	1	-1	0	1	1	1	1
OR52N2	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OR52N1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	1	0	0	0	0	0	0	-1	0	1	1	1	1
LY6G6C	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	-1	0	1	1	1	1
LY6G6D	-1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1
LY6G6E	-1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	1	1	1
HOXA11	-1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	-1	0	1	1	2	1	0	1	1	0	0	0	0	1	1	-1	0	1	2	1	2
HOXA10	-1	0	1	1	1	0	0	0	0	0	1	1	1	1	0	-2	0	2	1	2	1	1	2	1	1	1	0	-1	1	2	3	3	0	3	2	3
ENSG00000263443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC220115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNTL5	1	1	0	-2	0	2	0	0	0	2	2	0	0	1	1	-1	0	1	1	1	0	-2	0	2	0	1	1	-1	1	2	-1	1	2	2	2	2
GALNTL4	0	1	1	1	2	1	0	0	0	0	1	1	0	1	1	-1	0	1	0	1	1	0	1	1	1	1	0	1	2	1	0	1	1	2	1	2
GALNTL6	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1
GALNTL1	0	0	0	0	1	1	0	0	0	-1	0	1	-1	1	2	-1	0	1	-1	0	1	0	1	1	-1	0	1	1	2	1	0	1	1	2	2	2
GALNTL2	-1	0	1	-2	0	2	0	0	0	0	0	0	2	2	0	-1	0	1	-1	0	1	0	0	0	-1	1	2	-1	0	1	-1	0	1	2	2	2
LOC100506465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDH	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1	-1	1	2	0	0	0	-1	1	2	0	0	0	1	2	2
KRTAP11-1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	-1	0	1	0	0	0	-1	0	1	-1	0	1	1	1	1
TDG	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1
HN1	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	2	0	2
LOC729467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	1
MIR1296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA2LY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1
GOLGA8IP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOXHD1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	0	0	0	0	1	1	0	0	0	1	1	1
LRRC26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	1
LRRC25	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	1	-2	0	2	-1	0	1	-1	0	1	1	1	0	1	2	2
LRRC24	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	1	2	1	0	0	0	1	1	0	0	1	1	2	1	2
KIAA1522	1	1	0	0	0	0	-1	0	1	0	0	0	-1	0	1	0	0	0	0	1	1	0	0	0	-1	0	1	0	1	1	0	0	0	1	1	1
MPDU1	-1	0	1	-1	0	1	-1	0	1	-1	0	1	1	1	0	-1	0	1	-1	0	1	-1	0	1	-2	0	2	-1	0	1	0	0	0	1	2	2
LRRC20	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	2	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	2	2
LRRC29	-1	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	1
LRRC28	0	0	0	0	0	0	-1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	-1	0	1	1	1	1
GCNT4	0	0	0	-1	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1
GCNT7	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	1	1	1	1
GCNT1	-1	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	-1	0	1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	1	1
GCNT3	0	1	1	1	1	0	0	0	0	0	1	1	-1	0	1	0	0	0	-1	0	1	1	1	0	-1	0	1	1	1	0	0	0	0	1	1	1
GCNT2	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	-1	0	1	1	1	0	1	2	1	2	1	2
LPCAT4	-1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	2	2
LPCAT2	-1	0	1	-1	0	1	0	0	0	1	1	0	0	1	1	-1	1	2	0	1	1	1	2	1	0	1	1	-2	1	3	-2	0	2	2	3	3
LPCAT3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	2	1	2
LPCAT1	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	1	2	1	1	1	0	0	2	2	0	1	1	2	2	2
ENSG00000258989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGC70857	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	2	0	0	0	0	1	1	0	0	0	0	2	1	2
RERG	-1	0	1	0	0	0	0	0	0	1	1	0	-1	0	1	0	0	0	-1	0	1	0	0	0	-2	0	2	1	1	0	0	0	0	1	2	2
ZNF816A	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1
LOC400590	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TAGLN	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	-2	0	2	0	0	0	1	2	2
SNAPC3	0	0	0	-1	0	1	0	0	0	0	0	0	-2	0	2	-1	0	1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	2	2
ALPP	1	1	0	-1	0	1	0	0	0	0	0	0	-2	0	2	-1	0	1	0	1	1	1	2	1	-1	1	2	-2	1	3	-2	0	2	2	3	3
MIR513B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR513C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDK1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1
PDK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1
PDK2	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	1	0	1	1	0	1	1	1	2	1	-1	0	1	1	1	0	0	0	0	2	1	2
EBP	0	1	1	-1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	-1	0	1	0	1	1	1	1	0	1	1	1
PDK4	-1	0	1	-1	0	1	0	0	0	1	1	0	-1	0	1	-1	0	1	-1	0	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1
LNPEP	0	0	0	-1	0	1	0	0	0	-1	0	1	1	1	0	-1	0	1	-1	0	1	0	0	0	0	0	0	0	0	0	2	2	0	2	1	2
ALPI	0	0	0	-1	1	2	0	0	0	0	0	0	0	1	1	-1	0	1	1	1	0	-1	0	1	0	1	1	-2	0	2	-1	1	2	1	2	2
SEC61A1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
SEC61A2	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	1	2	2	0	0	0	0	0	0	0	1	1	0	0	1	1	-1	0	1	2	1	2
ALPL	0	0	0	-1	0	1	0	0	0	-1	0	1	-1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	-1	1	2	0	1	1	1	2	2
PECR	1	1	0	0	0	0	0	0	0	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	2	1	2
MIR193A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR193B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ13611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PECI	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	-1	0	1	1	1	0	0	0	0	1	1	1
LOC96610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	1
INMT-FAM188B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ35848	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
DDIT3	1	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	-1	0	1	0	0	0	-1	0	1	1	1	0	0	0	0	3	1	3
DDIT4	0	0	0	-1	0	1	0	0	0	0	1	1	0	2	2	1	1	0	0	0	0	0	1	1	1	1	0	-1	0	1	1	1	0	2	2	2
RIIAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPPDE1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	2	1	2
PPPDE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	1
OR5R1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	1	1	-1	0	1	1	1	1
GOLGA8H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	1	0	0	0	-1	0	1	-1	0	1	1	1	1
